"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL1454842";"";"None";"240.29";"0";"2.66";"3c";"c1cc(-c2nsc(-c3ccncc3)n2)ccn1";"Imax";"'='";"98.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1941244";"Inhibition of human aromatase using dibenzylfluorescein as substrate at 50 uM preincubated for 30 mins measured after 2 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938272";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL1939519";"";"None";"307.21";"1";"5.18";"3d";"Clc1ccc(-c2nsc(-c3ccc(Cl)cc3)n2)cc1";"Imax";"'='";"9.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1941244";"Inhibition of human aromatase using dibenzylfluorescein as substrate at 50 uM preincubated for 30 mins measured after 2 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938272";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL1939526";"";"None";"350.53";"1";"6.47";"3k";"CC(C)(C)c1ccc(-c2nsc(-c3ccc(C(C)(C)C)cc3)n2)cc1";"Imax";"'='";"43.5";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1941244";"Inhibition of human aromatase using dibenzylfluorescein as substrate at 50 uM preincubated for 30 mins measured after 2 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938272";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL1454842";"";"None";"240.29";"0";"2.66";"3c";"c1cc(-c2nsc(-c3ccncc3)n2)ccn1";"IC50";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"25.37";"0.49";"3.44";"11.82";"0";"CHEMBL1941245";"Inhibition of human aromatase using dibenzylfluorescein as substrate preincubated for 30 mins measured after 2 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938272";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL1939541";"";"None";"350.53";"1";"6.56";"3z";"CCCCc1ccc(-c2nsc(-c3ccc(CCCC)cc3)n2)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1941245";"Inhibition of human aromatase using dibenzylfluorescein as substrate preincubated for 30 mins measured after 2 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938272";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL1939544";"";"None";"490.11";"1";"5.08";"3cc";"Ic1ccccc1-c1nsc(-c2ccccc2I)n1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1941245";"Inhibition of human aromatase using dibenzylfluorescein as substrate preincubated for 30 mins measured after 2 hrs by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938272";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL366490";"";"None";"225.27";"0";"3.71";"24a";"Fc1cccc2c1CC/C2=C\c1cccnc1";"IC50";"'='";"1810.0";"nM";"5.74";"";"";"UO_0000065";"25.49";"0.46";"2.03";"44.55";"0";"CHEMBL830012";"In vitro inhibitory concentration against human placental CYP19 incubated with 500 nM of substrate androstenedione in presence of the compound";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142706";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL9298";"FADROZOLE";"-1.0";"223.28";"0";"2.68";"Fadrozole";"N#Cc1ccc(C2CCCc3cncn32)cc1";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"37.18";"0.67";"5.62";"19.95";"0";"CHEMBL828609";"In vitro inhibitory concentration against human placental cytochrome P450 19 with 2.5 uM testosterone";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144350";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL168434";"";"None";"224.26";"0";"2.62";"16";"O=C1/C(=C/c2c[nH]cn2)CCc2ccccc21";"Relative potency";"'='";"71.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL662268";"Potency relative to aminoglutethimide against Cytochrome P450 19A1.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129578";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";""
"CHEMBL178036";"";"None";"196.25";"0";"2.90";"2b";"C(=C1/CCc2ccccc21)\c1c[nH]cn1";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"35.09";"0.63";"3.99";"24.01";"0";"CHEMBL828609";"In vitro inhibitory concentration against human placental cytochrome P450 19 with 2.5 uM testosterone";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144350";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL491825";"";"None";"388.34";"1";"5.83";"1dn";"CC(C)(C)c1ccc(CN(Cc2ccc(Cl)cc2Cl)n2ccnc2)cc1";"IC50";"'='";"1520.0";"nM";"5.82";"";"";"UO_0000065";"14.98";"0.31";"-0.01";"27.63";"0";"CHEMBL987995";"Inhibition of human aromatase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144209";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";""
"CHEMBL328863";"";"None";"531.44";"1";"4.21";"3";"CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1";"IC50";"'='";"38300.0";"nM";"4.42";"";"";"UO_0000065";"8.31";"0.17";"0.21";"6.40";"0";"CHEMBL666791";"Inhibition of cytochrome P450 19A1 involved in steroid biosynthesis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125500";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";""
"CHEMBL319108";"";"None";"300.44";"0";"4.48";"15";"CC[C@]12CCC(=O)C=C1CCC1C2CC[C@]2(C)C(=O)CCC12";"Ki";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"26.78";"0.50";"3.57";"23.57";"0";"CHEMBL661762";"Binding affinity was measured on Cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124997";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";""
"CHEMBL362187";"";"None";"210.28";"0";"3.29";"1a";"C(=C1\CCCc2ccccc21)\c1c[nH]cn1";"IC50";"'='";"226.0";"nM";"6.65";"";"";"UO_0000065";"31.60";"0.57";"3.36";"23.17";"0";"CHEMBL828609";"In vitro inhibitory concentration against human placental cytochrome P450 19 with 2.5 uM testosterone";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144350";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL108425";"";"None";"354.21";"0";"3.38";"1";"N#Cc1ccc(N(Cc2ccc(Br)cc2)n2cnnc2)cc1";"IC50";"'='";"0.5";"nM";"9.30";"";"";"UO_0000065";"26.26";"0.58";"5.92";"16.11";"1";"CHEMBL1681078";"Inhibition of aromatase in human JEG-3 cells using [1beta-3H]androstenedione after 1 hr by scintillation spectrometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1671847";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"CHEMBL3308202";"";"";""
"CHEMBL430879";"";"None";"370.39";"0";"1.20";"2";"N#Cc1ccc(N(Cc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"18.90";"0.37";"5.80";"5.51";"1";"CHEMBL1681078";"Inhibition of aromatase in human JEG-3 cells using [1beta-3H]androstenedione after 1 hr by scintillation spectrometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1671847";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"CHEMBL3308202";"";"";""
"CHEMBL1672982";"";"None";"471.50";"0";"2.74";"18";"N#Cc1ccc(-c2cc(N(Cc3ccc(OS(N)(=O)=O)cc3)n3cnnc3)ccc2C#N)cc1";"IC50";"'='";"0.75";"nM";"9.12";"";"";"UO_0000065";"19.35";"0.37";"6.38";"6.05";"0";"CHEMBL1681078";"Inhibition of aromatase in human JEG-3 cells using [1beta-3H]androstenedione after 1 hr by scintillation spectrometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1671847";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"CHEMBL3308202";"";"";""
"CHEMBL2105261";"PLOMESTANE";"2.0";"310.44";"0";"4.09";"5";"C#CC[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"Ratio";"'='";"0.000113";"";"";"";"";"";"";"";"";"";"0";"CHEMBL763996";"Ratio of Kcat and KI for human placental microsome aromatase";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124325";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";""
"CHEMBL3085491";"";"None";"286.37";"0";"3.06";"60";"C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)OC[C@@H]12";"Ki";"'='";"390.0";"nM";"6.41";"";"";"UO_0000065";"22.38";"0.42";"3.35";"14.78";"1";"CHEMBL661762";"Binding affinity was measured on Cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124997";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";""
"CHEMBL274826";"ANDROSTENEDIONE";"-1.0";"286.42";"0";"4.09";"Androstenedione";"C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"Km";"'='";"57.5";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL883669";"Michaelis-Menten constant against Aromatase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141110";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL446775";"";"None";"355.44";"1";"5.51";"21";"COc1ccc(Cc2cc3ccccc3cc2-c2cncc(OC)c2)cc1";"Inhibition";"'='";"6.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL971590";"Inhibition of human placental microsome CYP19 at 500 nM";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140083";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";""
"CHEMBL2163638";"";"None";"295.39";"0";"2.96";"3";"CC(C)C(c1cc2c3c(c1)CCN3C(=O)CC2)n1ccnc1";"IC50";"'>'";"500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2169291";"Inhibition of human placental CYP19 using androstenedione substrate";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163333";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";""
"CHEMBL26651";"";"None";"272.35";"0";"2.09";"9f";"CCCCCN1C(=O)C2CC2(c2ccc(N)cc2)C1=O";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"25.17";"0.47";"4.76";"10.81";"0";"CHEMBL660324";"Inhibition of human placental cytochrome P450 19A1 with testosterone";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124116";"1";"Scientific Literature";"J Med Chem";"1988";"None";"";"";""
"CHEMBL576579";"MONODICTYOCHROMONE B";"None";"566.56";"2";"3.15";"2";"Cc1cc2c(c(O)c1-c1ccc3c(c1O)C(=O)C[C@](C)([C@@H]1OC(=O)C[C@@H]1C)O3)C(=O)C[C@@](C)([C@@H]1OC(=O)C[C@H]1O)O2";"Activity";"";"";"";"";"";"Dose-dependent effect";"";"";"";"";"";"0";"CHEMBL1043909";"Inhibition of human recombinant aromatase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154137";"1";"Scientific Literature";"J Nat Prod";"2008";"None";"";"";""
"CHEMBL294357";"";"None";"312.76";"0";"2.92";"4c";"Clc1ccc(C(C2Cc3ccccc3O2)n2cnnn2)cc1";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"17.66";"0.34";"2.60";"10.45";"0";"CHEMBL645583";"Inhibition of human placental aromatase, cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131809";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";""
"CHEMBL3349655";"";"None";"390.57";"1";"5.95";"12";"C[C@]12CCC(=O)C=C1C[C@H](CCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"Ratio";"'='";"1.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL847731";"Ratio of Km/Ki for human placental cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128481";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL132066";"";"None";"287.40";"0";"3.80";"8";"CC(C(=O)OC1CC2CC([C@@H]1C)C2(C)C)c1cccnc1";"IC50";"'='";"8900.0";"nM";"5.05";"";"";"UO_0000065";"17.57";"0.33";"1.25";"12.89";"0";"CHEMBL666798";"Tested for inhibition of human placental Cytochrome P450 19A1";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128320";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL1078534";"ANDROSTENEDONE";"None";"284.40";"0";"3.86";"Androstenedone";"C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12";"Km";"'='";"20.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL662256";"Apparent inhibition constant (Km) for Cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129505";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";""
"CHEMBL39403";"";"None";"321.40";"0";"4.04";"5a";"CCN1CCc2cccc(C(c3ccc(F)cc3)n3ccnc3)c21";"IC50";"'='";"61.5";"nM";"7.21";"";"";"UO_0000065";"22.44";"0.41";"3.17";"34.24";"0";"CHEMBL661695";"In vitro inhibition of cytochrome P450 19A1 from human placental microsomes with 2.5 uM [1-beta,2beta-3H]testosterone";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136431";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL73219";"";"None";"344.58";"1";"6.51";"15d";"CCCCC[C@@H]1CC2C(CCC3(C)C(O)CCC23)C2(C)CCCC=C12";"Ki";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"20.31";"0.38";"0.49";"34.60";"0";"CHEMBL666403";"Apparent inhibition constant (Ki) against Cytochrome P450 19A1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129695";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";""
"CHEMBL294361";"";"None";"251.33";"0";"3.53";"(-)-4";"COc1ccc2c(c1)C1C(CC2)C1c1ccncc1";"Relative potency";"'='";"1.9";"";"";"";"";"";"";"";"";"";"0";"CHEMBL662267";"Relative potency for human placental Cytochrome P450 19A1 compared to aminoglutethimide (AG)";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128393";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL3622056";"";"None";"416.49";"0";"1.79";"115";"N#Cc1ccc(N(CCSc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1";"IC50";"'='";"0.42";"nM";"9.38";"";"";"UO_0000065";"22.51";"0.46";"7.59";"7.38";"0";"CHEMBL3627341";"Inhibition of aromatase (unknown origin) expressed in JEG-3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621110";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308202";"";"";""
"CHEMBL3622064";"";"None";"499.35";"0";"3.12";"123";"N#Cc1ccc(N(Cc2ccc3c(Br)c(OS(N)(=O)=O)ccc3c2)n2cnnc2)cc1";"IC50";"'='";"0.25";"nM";"9.60";"";"";"UO_0000065";"19.23";"0.42";"6.48";"7.55";"0";"CHEMBL3627341";"Inhibition of aromatase (unknown origin) expressed in JEG-3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621110";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308202";"";"";""
"CHEMBL3622067";"";"None";"424.44";"0";"1.99";"126";"N#Cc1ccc(N(CCc2coc3ccc(OS(N)(=O)=O)cc23)n2cnnc2)cc1";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"19.79";"0.38";"6.41";"5.99";"0";"CHEMBL3627341";"Inhibition of aromatase (unknown origin) expressed in JEG-3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JEG-3";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621110";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3308202";"";"";""
"CHEMBL3622071";"";"None";"463.97";"0";"3.51";"133";"CC(C)(C#N)c1cc(Cn2cncn2)cc(Sc2ccc(OS(N)(=O)=O)c(Cl)c2)c1";"IC50";"'='";"4.2";"nM";"8.38";"";"";"UO_0000065";"18.05";"0.38";"4.87";"6.76";"0";"CHEMBL3627343";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621110";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";""
"CHEMBL3622076";"";"None";"413.46";"0";"2.50";"138";"CC(C)(C#N)c1cc(Cn2cncn2)cc(Oc2ccc(OS(N)(=O)=O)cc2)c1";"IC50";"'='";"5.5";"nM";"8.26";"";"";"UO_0000065";"19.98";"0.39";"5.76";"6.20";"0";"CHEMBL3627343";"Inhibition of aromatase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621110";"1";"Scientific Literature";"J Med Chem";"2015";"None";"";"";""
"CHEMBL1956183";"";"None";"228.68";"0";"3.68";"20";"Clc1ccc(-n2ccc3ccncc32)cc1";"Inhibition";"'='";"85.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1958524";"Inhibition of human aromatase coexpressed with P450 reductase at 1 uM by fluorimetry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955805";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";""
"CHEMBL1957208";"";"None";"318.20";"0";"4.03";"6a";"Brc1cccc(-c2nc(-c3cccnc3)ns2)c1";"IC50";"'='";"6730.0";"nM";"5.17";"";"";"UO_0000065";"16.25";"0.39";"1.14";"13.37";"0";"CHEMBL1961307";"Inhibition of human aromatase using dibenzylfluorescein substrate preincubated for 30 mins measured after 30 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955720";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL1444";"LETROZOLE";"4.0";"285.31";"0";"2.66";"Letrozole";"N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"30.49";"0.54";"6.04";"11.11";"0";"CHEMBL1961307";"Inhibition of human aromatase using dibenzylfluorescein substrate preincubated for 30 mins measured after 30 mins by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955720";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";""
"CHEMBL1630269";"";"None";"330.47";"0";"4.45";"20";"CC(=O)OC1CCC[C@]2(C)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12";"IC50";"'='";"700.0";"nM";"6.16";"";"";"UO_0000065";"18.62";"0.35";"1.70";"14.19";"0";"CHEMBL1639399";"Inhibition of human placental aromatase";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629480";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL1630273";"";"None";"304.43";"0";"2.85";"24";"C[C@]12CC[C@H]3[C@@H](CC=C4[C@H](O)CCC[C@@]43CO)[C@@H]1CCC2=O";"IC50";"'='";"6800.0";"nM";"5.17";"";"";"UO_0000065";"16.97";"0.32";"2.32";"8.98";"1";"CHEMBL1639399";"Inhibition of human placental aromatase";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629480";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
"CHEMBL1630269";"";"None";"330.47";"0";"4.45";"20";"CC(=O)OC1CCC[C@]2(C)C1=CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12";"pIC50";"'='";"0.155";"uM";"";"Manually validated";"";"UO_0000064";"";"";"";"";"0";"CHEMBL1639399";"Inhibition of human placental aromatase";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1978";"Cytochrome P450 19A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629480";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";""
